campaign_platform,device,age,spends,impressions,clicks
Google Ads,Desktop,25-34,609.95,92,16
Google Ads,Desktop,35-44,266.47,33,6
Google Ads,Desktop,45-54,76.78,19,2
Google Ads,Desktop,55-64,0,3,0
Google Ads,Desktop,65 or more,17.05,1,1
Google Ads,Desktop,Undetermined,375.18,69,10
Google Ads,Mobile,18-24,767.16,427,51
Google Ads,Mobile,25-34,891.83,548,68
Google Ads,Mobile,35-44,311.11,203,30
Google Ads,Mobile,45-54,182.44,73,8
Google Ads,Mobile,55-64,34.65,20,5
Google Ads,Mobile,65 or more,14.43,21,4
Google Ads,Mobile,Undetermined,338.77,758,36
Google Ads,Tablet,35-44,0,2,0
Google Ads,Tablet,45-54,10.52,1,1
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,347.28,80,8
Google Ads,Desktop,25-34,228.38,60,5
Google Ads,Desktop,35-44,141.07,18,5
Google Ads,Desktop,45-54,0,6,0
Google Ads,Desktop,55-64,0,3,0
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,301.23,85,9
Google Ads,Mobile,18-24,4034.38,343,71
Google Ads,Mobile,25-34,3002.83,282,53
Google Ads,Mobile,35-44,568.46,75,12
Google Ads,Mobile,45-54,63.09,15,1
Google Ads,Mobile,55-64,72.9,5,1
Google Ads,Mobile,65 or more,285.19,9,5
Google Ads,Mobile,Undetermined,3011.98,711,71
Google Ads,Tablet,18-24,0,3,0
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,Undetermined,26.96,3,1
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,73.12,18,5
Google Ads,Desktop,35-44,28.04,10,2
Google Ads,Desktop,45-54,0,4,0
Google Ads,Desktop,Undetermined,19.66,11,2
Google Ads,Mobile,18-24,126.12,38,10
Google Ads,Mobile,25-34,198.41,57,15
Google Ads,Mobile,35-44,154.52,20,10
Google Ads,Mobile,45-54,0,3,0
Google Ads,Mobile,55-64,17.62,1,1
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,37.55,19,3
Google Ads,Desktop,18-24,127.65,53,11
Google Ads,Desktop,25-34,880.36,226,56
Google Ads,Desktop,35-44,330.99,94,24
Google Ads,Desktop,45-54,110.58,26,7
Google Ads,Desktop,55-64,30.05,7,1
Google Ads,Desktop,65 or more,2.7,10,3
Google Ads,Desktop,Undetermined,424.54,152,22
Google Ads,Mobile,18-24,352.5,275,82
Google Ads,Mobile,25-34,671.13,484,137
Google Ads,Mobile,35-44,186.74,161,35
Google Ads,Mobile,45-54,90.05,33,10
Google Ads,Mobile,55-64,0,6,0
Google Ads,Mobile,65 or more,34.29,27,11
Google Ads,Mobile,Undetermined,208.99,332,44
Google Ads,Tablet,18-24,0,2,0
Google Ads,Tablet,45-54,0.43,2,1
Google Ads,Desktop,25-34,86.69,15,6
Google Ads,Desktop,35-44,19.61,3,1
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,8.89,1,1
Google Ads,Desktop,Undetermined,0,13,0
Google Ads,Mobile,18-24,10.63,9,3
Google Ads,Mobile,25-34,14.83,13,3
Google Ads,Mobile,35-44,0.29,3,1
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,21.09,22,3
Google Ads,Desktop,18-24,3.15,5,1
Google Ads,Desktop,25-34,24.22,12,6
Google Ads,Desktop,35-44,0,2,0
Google Ads,Desktop,Undetermined,14.54,6,2
Google Ads,Mobile,18-24,21.48,14,3
Google Ads,Mobile,25-34,20.89,10,6
Google Ads,Mobile,35-44,1.08,1,1
Google Ads,Mobile,45-54,3.51,4,3
Google Ads,Mobile,Undetermined,14.31,7,1
Google Ads,Desktop,18-24,235.76,34,4
Google Ads,Desktop,25-34,891.6,147,17
Google Ads,Desktop,35-44,138.78,54,2
Google Ads,Desktop,45-54,153.5,15,2
Google Ads,Desktop,55-64,29.65,3,1
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,246.93,78,5
Google Ads,Mobile,18-24,766.44,245,28
Google Ads,Mobile,25-34,1181.57,426,47
Google Ads,Mobile,35-44,615.87,149,23
Google Ads,Mobile,45-54,81.83,32,4
Google Ads,Mobile,55-64,52.25,13,2
Google Ads,Mobile,65 or more,8.02,23,1
Google Ads,Mobile,Undetermined,405.13,287,19
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Desktop,18-24,173.56,14,4
Google Ads,Desktop,25-34,161.16,25,4
Google Ads,Desktop,35-44,58.28,12,2
Google Ads,Desktop,45-54,0,3,0
Google Ads,Desktop,55-64,0,3,0
Google Ads,Desktop,Undetermined,217.11,32,6
Google Ads,Mobile,18-24,720.4,100,19
Google Ads,Mobile,25-34,651.87,85,16
Google Ads,Mobile,35-44,150.06,25,5
Google Ads,Mobile,45-54,63.95,5,1
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,65 or more,0,5,0
Google Ads,Mobile,Undetermined,267.48,216,10
Google Ads,Tablet,18-24,28.88,1,1
Google Ads,Desktop,18-24,72.58,16,2
Google Ads,Desktop,25-34,152.76,61,4
Google Ads,Desktop,35-44,77.91,55,1
Google Ads,Desktop,45-54,0,4,0
Google Ads,Desktop,55-64,0,3,0
Google Ads,Desktop,65 or more,0,6,0
Google Ads,Desktop,Undetermined,125.31,161,5
Google Ads,Mobile,18-24,514.43,166,18
Google Ads,Mobile,25-34,335.61,265,9
Google Ads,Mobile,35-44,202.39,86,6
Google Ads,Mobile,45-54,28.56,11,2
Google Ads,Mobile,55-64,35.48,9,1
Google Ads,Mobile,65 or more,33.58,10,1
Google Ads,Mobile,Undetermined,226.44,276,9
Google Ads,Desktop,18-24,145.65,45,9
Google Ads,Desktop,25-34,1009.48,174,34
Google Ads,Desktop,35-44,299.99,92,8
Google Ads,Desktop,45-54,67.22,27,4
Google Ads,Desktop,55-64,51.48,9,1
Google Ads,Desktop,65 or more,32.21,5,1
Google Ads,Desktop,Undetermined,185.1,124,8
Google Ads,Mobile,18-24,447.44,437,41
Google Ads,Mobile,25-34,955.21,589,100
Google Ads,Mobile,35-44,359.04,230,31
Google Ads,Mobile,45-54,90.13,70,9
Google Ads,Mobile,55-64,1.7,26,1
Google Ads,Mobile,65 or more,41.75,29,6
Google Ads,Mobile,Undetermined,425.76,717,33
Google Ads,Tablet,25-34,1.49,5,1
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,464.97,67,10
Google Ads,Desktop,25-34,870.66,124,19
Google Ads,Desktop,35-44,495.21,59,10
Google Ads,Desktop,45-54,44.39,18,3
Google Ads,Desktop,55-64,0,3,0
Google Ads,Desktop,65 or more,73.1,8,1
Google Ads,Desktop,Undetermined,443.43,169,24
Google Ads,Mobile,18-24,4578.54,377,98
Google Ads,Mobile,25-34,4087.05,409,92
Google Ads,Mobile,35-44,1066.26,111,25
Google Ads,Mobile,45-54,159.74,36,4
Google Ads,Mobile,55-64,163.99,8,3
Google Ads,Mobile,65 or more,74.81,18,2
Google Ads,Mobile,Undetermined,3159.28,914,108
Google Ads,Tablet,18-24,0,2,0
Google Ads,Tablet,25-34,0,3,0
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,45-54,12.96,2,1
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,0,4,0
Google Ads,Desktop,25-34,13.63,19,1
Google Ads,Desktop,35-44,3.34,5,1
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,Undetermined,59.06,14,5
Google Ads,Mobile,18-24,80.22,32,6
Google Ads,Mobile,25-34,166.41,35,12
Google Ads,Mobile,35-44,31.22,30,2
Google Ads,Mobile,45-54,0.9,6,2
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,59.11,36,4
Google Ads,Tablet,Undetermined,0,3,0
Google Ads,Desktop,18-24,80.46,43,10
Google Ads,Desktop,25-34,397.51,161,34
Google Ads,Desktop,35-44,312.35,101,24
Google Ads,Desktop,45-54,70.24,40,7
Google Ads,Desktop,55-64,20.22,12,1
Google Ads,Desktop,65 or more,0,5,0
Google Ads,Desktop,Undetermined,308.88,131,23
Google Ads,Mobile,18-24,331.82,273,69
Google Ads,Mobile,25-34,617.28,457,102
Google Ads,Mobile,35-44,89.59,144,33
Google Ads,Mobile,45-54,6.06,24,4
Google Ads,Mobile,55-64,0.7,13,3
Google Ads,Mobile,65 or more,18.09,22,2
Google Ads,Mobile,Undetermined,222.25,342,54
Google Ads,Tablet,45-54,0,2,0
Google Ads,Tablet,55-64,16.89,7,1
Google Ads,Desktop,25-34,0.43,0,1
Google Ads,Desktop,35-44,0,2,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,50.08,5,3
Google Ads,Mobile,18-24,1.04,5,1
Google Ads,Mobile,25-34,10.3,9,4
Google Ads,Mobile,35-44,11.27,5,2
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,4.24,22,2
Google Ads,Desktop,18-24,5.9,5,2
Google Ads,Desktop,25-34,23.42,8,5
Google Ads,Desktop,55-64,17.71,2,2
Google Ads,Desktop,Undetermined,9.69,7,3
Google Ads,Mobile,18-24,27.29,12,3
Google Ads,Mobile,25-34,26.77,13,6
Google Ads,Mobile,35-44,1.07,8,1
Google Ads,Mobile,Undetermined,12.78,7,1
Google Ads,Desktop,18-24,35.44,9,1
Google Ads,Desktop,25-34,459.99,59,8
Google Ads,Desktop,35-44,120.4,18,3
Google Ads,Desktop,45-54,0,4,0
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,50.9,27,1
Google Ads,Mobile,18-24,334.09,115,14
Google Ads,Mobile,25-34,485.06,165,18
Google Ads,Mobile,35-44,168.47,55,7
Google Ads,Mobile,45-54,55.75,16,2
Google Ads,Mobile,55-64,67.35,6,1
Google Ads,Mobile,65 or more,0,5,0
Google Ads,Mobile,Undetermined,222.18,95,8
Google Ads,Tablet,55-64,0,1,0
Google Ads,Desktop,18-24,74.2,16,2
Google Ads,Desktop,25-34,131.41,14,3
Google Ads,Desktop,35-44,21.84,12,2
Google Ads,Desktop,45-54,152.34,6,3
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,84.19,19,1
Google Ads,Mobile,18-24,268.97,50,9
Google Ads,Mobile,25-34,284.47,64,13
Google Ads,Mobile,35-44,286.32,22,5
Google Ads,Mobile,45-54,76.86,7,3
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,220.17,183,11
Google Ads,Desktop,18-24,0,11,0
Google Ads,Desktop,25-34,100.01,46,4
Google Ads,Desktop,35-44,0,21,0
Google Ads,Desktop,45-54,0,5,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,4,0
Google Ads,Desktop,Undetermined,14.39,84,1
Google Ads,Mobile,18-24,347.59,136,11
Google Ads,Mobile,25-34,285.69,189,10
Google Ads,Mobile,35-44,73.67,73,4
Google Ads,Mobile,45-54,0,18,0
Google Ads,Mobile,55-64,61.44,5,1
Google Ads,Mobile,65 or more,0,8,0
Google Ads,Mobile,Undetermined,85.98,201,4
Google Ads,Desktop,18-24,95.26,25,3
Google Ads,Desktop,25-34,531.43,87,11
Google Ads,Desktop,35-44,166.7,48,4
Google Ads,Desktop,45-54,0,12,0
Google Ads,Desktop,55-64,69.53,7,1
Google Ads,Desktop,65 or more,37.71,5,1
Google Ads,Desktop,Undetermined,175.45,39,5
Google Ads,Mobile,18-24,292.37,177,19
Google Ads,Mobile,25-34,365.23,314,43
Google Ads,Mobile,35-44,213.74,92,8
Google Ads,Mobile,45-54,16.08,44,5
Google Ads,Mobile,55-64,0,6,0
Google Ads,Mobile,65 or more,6.76,10,1
Google Ads,Mobile,Undetermined,191.33,343,17
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,55-64,0,1,0
Google Ads,Desktop,18-24,622.35,64,13
Google Ads,Desktop,25-34,744.68,104,17
Google Ads,Desktop,35-44,361.78,40,7
Google Ads,Desktop,45-54,12.26,7,1
Google Ads,Desktop,55-64,8.61,3,1
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,740.37,126,21
Google Ads,Mobile,18-24,2542.85,212,54
Google Ads,Mobile,25-34,2231.01,256,50
Google Ads,Mobile,35-44,422.26,64,15
Google Ads,Mobile,45-54,150.6,13,2
Google Ads,Mobile,55-64,65.67,1,1
Google Ads,Mobile,65 or more,87.59,15,2
Google Ads,Mobile,Undetermined,2009.96,510,54
Google Ads,Desktop,18-24,36.7,7,3
Google Ads,Desktop,25-34,0,10,0
Google Ads,Desktop,35-44,19.31,6,1
Google Ads,Desktop,45-54,24.25,6,3
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,17.56,13,1
Google Ads,Mobile,18-24,93.65,22,7
Google Ads,Mobile,25-34,111.14,40,9
Google Ads,Mobile,35-44,126.19,17,10
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,48.65,24,4
Google Ads,Desktop,18-24,93.95,31,9
Google Ads,Desktop,25-34,369.1,129,29
Google Ads,Desktop,35-44,188.24,63,9
Google Ads,Desktop,45-54,76,13,4
Google Ads,Desktop,55-64,33.19,8,3
Google Ads,Desktop,65 or more,31.55,6,1
Google Ads,Desktop,Undetermined,166.62,85,18
Google Ads,Mobile,18-24,420.5,248,67
Google Ads,Mobile,25-34,958.7,453,127
Google Ads,Mobile,35-44,208.88,148,35
Google Ads,Mobile,45-54,40.28,19,6
Google Ads,Mobile,55-64,6.61,9,3
Google Ads,Mobile,65 or more,13.8,7,2
Google Ads,Mobile,Undetermined,108.92,329,33
Google Ads,Tablet,25-34,57.95,2,2
Google Ads,Tablet,45-54,0,1,0
Google Ads,Tablet,Undetermined,0,4,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,6.73,4,2
Google Ads,Desktop,45-54,16.05,1,1
Google Ads,Mobile,18-24,18.61,9,3
Google Ads,Mobile,25-34,1.37,4,1
Google Ads,Mobile,35-44,0,1,0
Google Ads,Mobile,Undetermined,34.01,46,2
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,28.18,9,6
Google Ads,Desktop,Undetermined,0,3,0
Google Ads,Mobile,18-24,21.02,11,2
Google Ads,Mobile,25-34,72.11,21,10
Google Ads,Mobile,35-44,1.34,3,1
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,1.43,15,1
Google Ads,Tablet,25-34,0.54,1,1
Google Ads,Desktop,18-24,138.83,23,3
Google Ads,Desktop,25-34,183.72,56,4
Google Ads,Desktop,35-44,147.58,21,3
Google Ads,Desktop,45-54,67.5,5,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,132.86,31,4
Google Ads,Mobile,18-24,298.48,111,10
Google Ads,Mobile,25-34,466.44,170,18
Google Ads,Mobile,35-44,136.34,63,5
Google Ads,Mobile,45-54,22.81,10,1
Google Ads,Mobile,55-64,0,4,0
Google Ads,Mobile,65 or more,39.94,9,1
Google Ads,Mobile,Undetermined,349.65,124,10
Google Ads,Desktop,18-24,27.09,15,1
Google Ads,Desktop,25-34,158.8,22,3
Google Ads,Desktop,35-44,89.22,12,1
Google Ads,Desktop,45-54,24.98,2,1
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,27.03,21,2
Google Ads,Mobile,18-24,778.75,80,26
Google Ads,Mobile,25-34,525.25,75,17
Google Ads,Mobile,35-44,124.85,26,5
Google Ads,Mobile,45-54,25.98,6,2
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,26.22,3,1
Google Ads,Mobile,Undetermined,102.87,167,4
Google Ads,Desktop,18-24,0,7,0
Google Ads,Desktop,25-34,31.03,34,1
Google Ads,Desktop,35-44,0,8,0
Google Ads,Desktop,45-54,0,5,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,50.22,42,2
Google Ads,Mobile,18-24,263.98,94,11
Google Ads,Mobile,25-34,452.08,124,13
Google Ads,Mobile,35-44,111.75,39,3
Google Ads,Mobile,45-54,0,7,0
Google Ads,Mobile,65 or more,29.43,7,1
Google Ads,Mobile,Undetermined,128.49,150,4
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,35-44,0,1,0
Google Ads,Desktop,18-24,104.51,15,5
Google Ads,Desktop,25-34,286.53,49,9
Google Ads,Desktop,35-44,39.65,22,3
Google Ads,Desktop,45-54,43.03,4,1
Google Ads,Desktop,55-64,0,6,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,97.33,58,5
Google Ads,Mobile,18-24,423.34,209,35
Google Ads,Mobile,25-34,441.63,304,47
Google Ads,Mobile,35-44,82.29,118,13
Google Ads,Mobile,45-54,71.93,57,7
Google Ads,Mobile,55-64,11.03,15,2
Google Ads,Mobile,65 or more,57.76,21,5
Google Ads,Mobile,Undetermined,331.56,498,24
Google Ads,Tablet,55-64,3.49,1,1
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Tablet,Undetermined,0,3,0
Google Ads,Desktop,18-24,166.53,32,4
Google Ads,Desktop,25-34,579.56,81,12
Google Ads,Desktop,35-44,332.18,31,5
Google Ads,Desktop,45-54,0,5,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,706.73,114,22
Google Ads,Mobile,18-24,3097.24,214,55
Google Ads,Mobile,25-34,1948.72,296,46
Google Ads,Mobile,35-44,583.74,86,12
Google Ads,Mobile,45-54,109.04,23,3
Google Ads,Mobile,55-64,11.87,1,1
Google Ads,Mobile,65 or more,148.59,8,3
Google Ads,Mobile,Undetermined,2216.09,558,73
Google Ads,Tablet,25-34,0,5,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,25-34,10.98,13,2
Google Ads,Desktop,35-44,18.02,11,1
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,0,8,0
Google Ads,Mobile,18-24,157.44,20,13
Google Ads,Mobile,25-34,152.95,50,16
Google Ads,Mobile,35-44,145.14,39,12
Google Ads,Mobile,45-54,1.07,5,1
Google Ads,Mobile,55-64,5.07,2,1
Google Ads,Mobile,65 or more,14.19,2,1
Google Ads,Mobile,Undetermined,56.14,26,4
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,102.31,52,10
Google Ads,Desktop,25-34,639.66,212,43
Google Ads,Desktop,35-44,318.57,90,25
Google Ads,Desktop,45-54,40.5,31,5
Google Ads,Desktop,55-64,63.02,9,4
Google Ads,Desktop,65 or more,129.74,17,6
Google Ads,Desktop,Undetermined,143.2,141,18
Google Ads,Mobile,18-24,437.61,315,89
Google Ads,Mobile,25-34,620.15,497,130
Google Ads,Mobile,35-44,143.35,169,45
Google Ads,Mobile,45-54,46.55,46,12
Google Ads,Mobile,55-64,72.36,18,7
Google Ads,Mobile,65 or more,26.95,24,4
Google Ads,Mobile,Undetermined,338.72,411,65
Google Ads,Tablet,18-24,13.38,2,1
Google Ads,Tablet,25-34,32.68,2,2
Google Ads,Tablet,35-44,7.41,2,1
Google Ads,Tablet,45-54,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,3.35,2,1
Google Ads,Desktop,25-34,2.77,9,2
Google Ads,Desktop,35-44,36.38,6,3
Google Ads,Desktop,Undetermined,13.4,5,2
Google Ads,Mobile,18-24,2.43,3,1
Google Ads,Mobile,25-34,8.26,13,3
Google Ads,Mobile,35-44,25.24,3,2
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,31.03,30,1
Google Ads,Desktop,18-24,16.17,3,2
Google Ads,Desktop,25-34,6.41,12,4
Google Ads,Desktop,35-44,0.43,7,1
Google Ads,Desktop,45-54,0,3,0
Google Ads,Desktop,Undetermined,14.66,11,3
Google Ads,Mobile,18-24,55.34,13,8
Google Ads,Mobile,25-34,39.39,21,8
Google Ads,Mobile,35-44,0.9,2,2
Google Ads,Mobile,Undetermined,10.36,12,1
Google Ads,Tablet,25-34,4.05,1,1
Google Ads,Desktop,18-24,0,4,0
Google Ads,Desktop,25-34,282.36,33,5
Google Ads,Desktop,35-44,127.76,19,2
Google Ads,Desktop,45-54,36.27,5,1
Google Ads,Desktop,55-64,66.07,3,1
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,196.19,35,4
Google Ads,Mobile,18-24,276.89,97,11
Google Ads,Mobile,25-34,563.35,216,27
Google Ads,Mobile,35-44,316.02,65,11
Google Ads,Mobile,45-54,10.78,10,1
Google Ads,Mobile,55-64,17.83,6,1
Google Ads,Mobile,65 or more,0,5,0
Google Ads,Mobile,Undetermined,165.58,107,7
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,84.37,19,3
Google Ads,Desktop,25-34,381.38,32,5
Google Ads,Desktop,35-44,155.09,14,2
Google Ads,Desktop,45-54,82.82,3,2
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,66.96,1,1
Google Ads,Desktop,Undetermined,291.68,28,5
Google Ads,Mobile,18-24,754.47,89,20
Google Ads,Mobile,25-34,578.42,94,16
Google Ads,Mobile,35-44,45.38,24,3
Google Ads,Mobile,45-54,34.39,4,1
Google Ads,Mobile,55-64,0,4,0
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,509.68,257,14
Google Ads,Desktop,18-24,20.29,26,1
Google Ads,Desktop,25-34,130.81,69,5
Google Ads,Desktop,35-44,32.63,25,1
Google Ads,Desktop,45-54,0,12,0
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,3.95,83,1
Google Ads,Mobile,18-24,266.26,154,8
Google Ads,Mobile,25-34,392.3,202,20
Google Ads,Mobile,35-44,94.27,96,5
Google Ads,Mobile,45-54,15.35,28,1
Google Ads,Mobile,55-64,0,7,0
Google Ads,Mobile,65 or more,0,6,0
Google Ads,Mobile,Undetermined,132.93,219,8
Google Ads,Tablet,25-34,0,2,0
Google Ads,Desktop,18-24,235.6,30,7
Google Ads,Desktop,25-34,179.39,83,7
Google Ads,Desktop,35-44,454.12,59,13
Google Ads,Desktop,45-54,71.55,13,3
Google Ads,Desktop,55-64,74.19,11,2
Google Ads,Desktop,65 or more,114.61,3,2
Google Ads,Desktop,Undetermined,217.69,91,10
Google Ads,Mobile,18-24,205.15,278,27
Google Ads,Mobile,25-34,687.61,450,75
Google Ads,Mobile,35-44,270.61,124,28
Google Ads,Mobile,45-54,80.15,40,5
Google Ads,Mobile,55-64,20.38,18,5
Google Ads,Mobile,65 or more,31.4,26,6
Google Ads,Mobile,Undetermined,456.68,647,45
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,855.78,76,19
Google Ads,Desktop,25-34,1121.28,137,24
Google Ads,Desktop,35-44,410.85,44,7
Google Ads,Desktop,45-54,77.85,16,3
Google Ads,Desktop,55-64,0,4,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,836.64,159,31
Google Ads,Mobile,18-24,4118.42,291,78
Google Ads,Mobile,25-34,2236.77,269,47
Google Ads,Mobile,35-44,362.12,67,11
Google Ads,Mobile,45-54,24.38,30,2
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,65 or more,55.18,14,2
Google Ads,Mobile,Undetermined,2265.36,677,87
Google Ads,Tablet,25-34,0,3,0
Google Ads,Desktop,18-24,0,9,0
Google Ads,Desktop,25-34,41.07,12,3
Google Ads,Desktop,35-44,24.92,12,3
Google Ads,Desktop,45-54,5.45,3,2
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,70.79,11,5
Google Ads,Mobile,18-24,119.58,25,8
Google Ads,Mobile,25-34,226.39,59,17
Google Ads,Mobile,35-44,46.58,19,4
Google Ads,Mobile,45-54,11.92,4,1
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,56.82,29,4
Google Ads,Desktop,18-24,225.69,58,20
Google Ads,Desktop,25-34,653.59,193,54
Google Ads,Desktop,35-44,282.24,112,22
Google Ads,Desktop,45-54,106.71,33,8
Google Ads,Desktop,55-64,0,4,0
Google Ads,Desktop,65 or more,0,5,0
Google Ads,Desktop,Undetermined,338.03,151,23
Google Ads,Mobile,18-24,519.56,347,109
Google Ads,Mobile,25-34,852.07,522,162
Google Ads,Mobile,35-44,414.24,163,56
Google Ads,Mobile,45-54,58.42,48,11
Google Ads,Mobile,55-64,7.37,9,2
Google Ads,Mobile,65 or more,87.12,23,7
Google Ads,Mobile,Undetermined,214.37,437,53
Google Ads,Tablet,18-24,11.57,3,1
Google Ads,Tablet,25-34,0.11,3,1
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,45-54,0,1,0
Google Ads,Tablet,Undetermined,0,4,0
Google Ads,Desktop,18-24,52.28,5,2
Google Ads,Desktop,25-34,6.63,6,2
Google Ads,Desktop,35-44,42.98,5,3
Google Ads,Desktop,45-54,3.1,3,1
Google Ads,Desktop,Undetermined,110.06,14,7
Google Ads,Mobile,18-24,8.77,8,3
Google Ads,Mobile,25-34,69.9,15,6
Google Ads,Mobile,35-44,9.24,7,1
Google Ads,Mobile,55-64,0.52,1,1
Google Ads,Mobile,Undetermined,2.54,60,2
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,32.04,8,5
Google Ads,Desktop,25-34,87.71,19,14
Google Ads,Desktop,35-44,0.43,8,1
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,21.21,9,3
Google Ads,Mobile,18-24,38.46,24,9
Google Ads,Mobile,25-34,27.2,21,9
Google Ads,Mobile,35-44,16.21,8,2
Google Ads,Mobile,45-54,4.35,4,3
Google Ads,Mobile,Undetermined,5.43,11,6
Google Ads,Desktop,18-24,171.3,15,3
Google Ads,Desktop,25-34,90.87,29,3
Google Ads,Desktop,35-44,0,9,0
Google Ads,Desktop,45-54,37.2,2,1
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,67.65,30,1
Google Ads,Mobile,18-24,207.47,105,12
Google Ads,Mobile,25-34,320.92,164,19
Google Ads,Mobile,35-44,51.67,47,4
Google Ads,Mobile,45-54,0,16,0
Google Ads,Mobile,55-64,0,5,0
Google Ads,Mobile,65 or more,139.35,8,7
Google Ads,Mobile,Undetermined,144.36,129,10
Google Ads,Desktop,18-24,221.37,17,5
Google Ads,Desktop,25-34,241.09,40,5
Google Ads,Desktop,35-44,0,11,0
